idx,words,lid,sa
65,"['48' 'min' '.' 'y' 'nada' 'pasa' ',' 'me' 'paro' 'a' 'ir' 'al' 'baño' 'y'
 'me' 'reciben' 'con' '""' 'te' 'perdiste' 'el' 'golazo' '""' '..' '.' 'ok'
 'ya' 'no' 'me' 'voy' 'a' 'mover']","['other' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other' 'lang1' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']",negative
66,"['RT' '@javi10m' ':' 'Cuando' 'le' 'dedicas' 'un' 'tierno' 'y' 'creativo'
 'Promposal' '..' '.' 'Pero' 'te' 'dicen' 'que' 'NO' '#habichuelastiernas'
 '#prom' '?' 'https://t.co/ad06fvZfyN']","['other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang1' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang1' 'other' 'other']",negative
67,"['Retweet' 'si' 'encuentras' 'los' 'errores' '..' '.' '@NEGROPR76'
 'http://t.co/CVcTzqN4Ar']",['lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other' 'other'],negative
68,"['RT' '@nicky9_94' ':' 'Necesito' 'un' 'hogar' '!' 'RT' 'Please' '!!' '!'
 'Soy' 'macho' '!' '🐶🐶🐶🐶🚨🚨🚨🚨🚨' 'https://t.co/kEXDZVC6hm']","['other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang1'
 'other' 'other' 'lang2' 'lang2' 'other' 'other' 'other']",negative
69,['el' 'update' 'de' 'sc' 'esta' 'raro' 'cc' '..' '.'],['lang2' 'lang1' 'lang2' 'ne' 'lang2' 'lang2' 'other' 'other' 'other'],negative
70,"['Se' 'trata' 'de' 'perspectiva' ',' 'Porqué' 'sabia' 'a' 'carajo' '.'
 '#anibalelchef' '#manvsfood' 'http://t.co/zl6s6ylMxA']","['lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang2' 'lang1' 'other']",negative
71,"['RT' '@isatpc' ':' 'Estoy' 'a' '8' 'días' 'de' 'acabar' 'mi' 'año'
 'senior' '.' '¿' 'Tu' 'crees' 'que' 'a' 'estas' 'alturas' 'me' 'importa'
 'un' 'carajo' '?']","['other' 'other' 'other' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang1' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']",negative
72,['@Yon_yei' 'you' 'have' 'no' 'idea' '😔'],['other' 'lang1' 'lang1' 'lang2' 'lang2' 'other'],negative
73,"['El' 'cabron' 'ni' 'se' 'movio' '..' 'obviamente' 'van' 'a' 'meter'
 'goal']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang1']",negative
74,['Que' 'struggle' 'es' 'no' 'saber' 'que' 'comer'],['lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'],negative
75,"['Ajjaja' ',' '@hectorelcrack' 'no' 'dirás' 'lo' 'mismo' 'cuando' 'un'
 'dia' 'de' 'estos' 'te' 'carrilee' 'a' 'global' 'ofensive' '!' 'XD']","['lang2' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other'
 'other']",negative
76,"['RT' '@beatrizmiami' ':' 'Hoy' '@YSEA' '#participantes' '@TelemundoFansM'
 '@Telemundo' '@macduggal' '@pinedacovalin' '@CloverCanyon' '@Versace'
 '@AdriannaPapell' '#sty' '…']","['other' 'other' 'other' 'lang2' 'other' 'lang2' 'other' 'other' 'other'
 'other' 'other' 'other' 'other' 'lang1' 'other']",negative
77,"['Cuando' 'te' 'invitan' 'a' 'un' 'party' ',' 'no' 'vas' 'y' 'ves' 'un'
 'snap' 'del' 'party' 'con' 'la' 'canción' 'sk8ter' 'boy' 'de' 'Avril'
 'Lavigne' 'sabes' 'q' 'tomaste' 'la' 'decisión' 'correcta']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2'
 'other' 'lang1' 'lang2' 'ne' 'ne' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2']",negative
78,"['Te' 'vas' 'con' '#Elvacilondelagatita' 'Vacilon' 'Night' 'out' 'a'
 '#Bongos' '#Hollywood' 'Cena' 'Bebida' 'y' 'mucho' 'vacilon' '.…'
 'http://t.co/SeTjVgMDG1']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'ne' 'ne'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other']",negative
79,"['Yo' 'no' 'sé' 'si' 'es' 'el' 'stress' 'del' 'MCAT' 'lo' 'que' 'me'
 'tiene' 'no' 'soportando' 'a' 'NADIE' 'o' 'qué' ',' 'pero' 'cualquier'
 'bobería' 'que' 'me' 'dicen' 'o' 'leo' 'me' 'está' 'MALO' 'CC' '.']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'ne'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']",negative
80,"['RT' '@charleen_m' ':' 'Yo' 'trato' 'de' 'estar' 'de' 'buen' 'humor'
 'pero' 'la' 'gente' 'siempre' 'la' 'fucking' 'caga']","['other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2']",negative
81,"['RT' '@Monicar1226' ':' 'Empezar' 'mañana' 'mi' 'ultimo' 'semestre' 'en'
 'montessori' 'es' 'como' 'el' 'peor' 'y' 'mejor' 'feeling' 'del' 'mundo'
 '😳😐']","['other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'ne' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2'
 'lang2' 'other']",negative
82,"['Estuve' 'todo' 'el' 'día' 'muriendome' 'de' 'sueño' '.' '3AM' 'y' 'yo'
 'estoy' 'active' '.' '#MiDiosEstaPasao']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other'
 'lang2' 'lang2' 'lang2' 'lang1' 'other' 'lang2']",negative
83,"['RT' '@anapaolaelias' ':' '""' 'Aprende' 'a' 'tweet' '""' 'jodia' 'puta'
 'huelebicha']","['other' 'other' 'other' 'other' 'lang2' 'lang2' 'lang1' 'other' 'lang2'
 'lang2' 'lang2']",negative
84,"['@SinIdeaDeNombre' 'daaamn' '.' 'Justas' ',' 'practicas' ','
 'presentaciones' ',' 'exámenes' '.' 'Shit' ""'s"" 'real' 'man']","['other' 'lang1' 'other' 'lang2' 'other' 'lang2' 'other' 'lang2' 'other'
 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'lang1']",negative
85,"['RT' '@Amanda3Carolina' ':' 'Puesta' 'pal' 'nap' 'con' 'la' 'patita'
 'echá']","['other' 'other' 'other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2'
 'lang2']",negative
86,"['Cabrones' 'en' 'Dennys' 'había' 'un' 'tipo' 'un' 'pin' 'de' 'Trump' 'en'
 'la' 'camisa' 'y' 'el' 'carro' 'lleno' 'de' 'stickers' 'apoyando' 'a'
 'Trump' '.' 'What' 'the' 'freaking' 'hell' '?']","['lang2' 'lang2' 'ne' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'ne'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1'
 'lang2' 'lang2' 'ne' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other']",negative
87,"['RT' '@Kapollone' ':' 'RAP' 'GAMER' '!!' 'Me' 'ayudais' 'con' 'un' 'Rt'
 '""' 'brocolis' '""' '@Kronnomc' 'y' '@ZarcortGame' '?' 'xD'
 'https://t.co/6G2j0DCOLe' 'https://t.co/fSwCAjbmg1']","['other' 'other' 'other' 'lang1' 'lang1' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'other' 'lang2' 'other' 'other' 'lang2' 'other' 'other'
 'other' 'other' 'other']",negative
88,"['RT' '@shairivera__' ':' 'no' 'sé' 'cómo' 'pretendo' 'envolverme' 'si'
 'le' 'picheo' 'a' 'to' ""'"" 'el' 'mundo' '🤔']","['other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang1' 'other' 'lang2' 'lang2' 'other']",negative
89,"['Hacer' 'brownies' 'y' 'que' 'se' 'lo' 'acaben' 'sin' 'que' 'lo'
 'llegues' 'a' 'probar' '.' 'Ok']","['lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2']",negative
90,"['Cual' 'es' 'la' 'necesidad' 'de' 'darle' 'RT' 'a' 'cuanta' 'mierda'
 'comentan' 'en' 'tu' 'tweets' '??' '🙄🤔']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other' 'other']",negative
91,"['RT' '@Omarfantastic96' ':' 'Cuando' 'tienes' 'el' 'playlist' 'en'
 'shuffle' '.' 'https://t.co/pSjW7YjzQS']","['other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang1'
 'other' 'other']",negative
92,"['Aveces' 'la' 'gente' 'se' 'olvida' 'que' 'tras' 'la' 'pantalla' 'y' 'el'
 'Youtuber' 'hay' 'una' 'persona' ',' 'y' 'muchos' 'comentarios' 'pueden'
 'ofender' ',' 'hora' 'de' 'hacer' 'un' 'rap' '.']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1'
 'other']",negative
93,"['RT' '@bryantmyers_' ':' 'Tú' 'quieres' 'saber' 'si' 'Myers' 'hace' 'to'
 'lo' 'que' 'canta']","['other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'ne' 'lang2'
 'lang1' 'lang2' 'lang2' 'lang2']",negative
94,"['@cecilia_bt' 'okay' 'okay' '.' 'Pues' 'yo' 'estoy' 'freaking' 'out' '.'
 'Paro' 'de' 'estudiar' 'porque' 'es' 'tarde' 'y' 'estoy' 'cansada' 'y'
 'siento' 'que' 'estoy' 'perdiendo' 'el' 'tiempo' '😩']","['other' 'lang1' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1'
 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']",negative
95,"['Vivimos' 'en' 'in' 'Mundo' 'tan' 'Falso' 'y' 'mediocre' '.' 'El'
 'Infierno' 'es' 'aqui' 'mismo' 'en' 'la' 'Tierra' ',' 'el' 'peor' 'este'
 'sistema' 'lo' 'vivimos' 'en' 'este' 'pais' '!' '#usasucks']","['lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang1']",negative
96,"['""' 'Hoy' 'estamos' 'de' 'luto' ',' 'Georgia' 'Tech' 'perdió' '""' 'ok'
 'dad']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'ne' 'lang1' 'lang2'
 'other' 'lang1' 'lang1']",negative
97,"['Wendy' 'Williams' 'es' 'una' 'de' 'las' 'personas' 'más' 'basura' 'en'
 'daytime' 'TV' '.']","['ne' 'ne' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang1' 'lang1' 'other']",negative
98,"['El' 'album' 'de' 'zayn' 'no' 'esta' 'tan' 'bueno' '..' '.' 'Fo' 'realz'
 '..' '.' 'Tiene' 'como' '3-4' 'canciones' 'buenas']","['lang2' 'lang2' 'lang2' 'ne' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'other' 'lang2' 'lang1' 'other' 'other' 'lang2' 'lang2' 'other' 'lang2'
 'lang2']",negative
99,['@tadanaa' 'Chequea' 'mi' 'dm' '.'],['other' 'lang2' 'lang2' 'lang1' 'other'],negative
100,"['Le' 'he' 'preguntado' 'mínimo' 'a' '11' 'personas' 'y' 'ninguno' 'tiene'
 'fucking' 'guantes' 'blancos' ',' 'perf' ',' 'perf']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang1' 'other' 'lang2']",negative
101,"['blah' ',' 'dna' ',' 'blah' ',' 'mutaciones' ',' 'BCRA1' ',' 'blah' ','
 'RNAi' ',' 'operón' 'de' 'lactosa' ',' 'blah' ',' 'regulación' ','
 'cáncer' '..' '.']","['lang2' 'other' 'lang1' 'other' 'lang2' 'other' 'lang2' 'other' 'other'
 'other' 'lang1' 'other' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'other' 'lang2' 'other' 'lang2' 'other' 'other']",negative
102,"['RT' '@giovaavictoriaa' ':' '*' 'silently' 'whispers' '""' 'buen'
 'provecho' '""' 'to' 'myself' 'because' 'i' ""'m"" 'surrounded' 'by'
 'americans' '*']","['other' 'other' 'other' 'other' 'lang1' 'lang1' 'other' 'lang2' 'lang2'
 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other']",negative
103,['RT' '@t0ucet' ':' 'vivo' 'en' 'un' 'constante' '*' 'sigh' '*'],"['other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1'
 'other']",negative
104,"['Wow' 'que' 'trajes' 'mas' 'feos' 'se' 'ponen' 'estas' 'tipas' 'pal'
 'prom' '😹']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang1' 'other']",negative
105,"['RT' '@ariana_isabelle' ':' '¿' 'Para' 'esto' 'me' 'cancelaron' 'mi'
 'ring' '?']","['other' 'other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang1' 'other']",negative
106,['you' 'had' 'one' 'job' '..' '.' 'autogoal' 'no' 'es' 'uno' 'de' 'ellos'],"['lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2']",negative
107,"['@GiaVq' 'nena' 'estos' 'días' 'han' 'estado' 'nasty' '!' 'Entre' 'a'
 'las' '4am' 'vi' 'tu' 'llamada' 'a' 'las' '2am' '.']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other' 'lang2'
 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'other']",negative
108,"['RT' '@ale__figueroa' ':' 'Tengo' 'que' 'ponerme' 'fit' 'de' 'que' 'ya'
 '💩']","['other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2'
 'lang2' 'other']",negative
109,"['C' 'pone' 'mas' 'fea' 'la' 'cosa' ':' 'Según' '@787NewsNetwork'
 'Trailer' 'Bridge' ',' 'Inc' '.,' '1' 'd' '4' 'compañías' 'navieras'
 'que' 'trae' 'bienes' 'a' 'Puerto' 'Rico' 'radica' 'QUIEBRA' '.']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'other'
 'lang1' 'lang1' 'other' 'ne' 'other' 'other' 'lang2' 'other' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'ne' 'ne' 'lang2' 'lang2' 'other']",negative
110,"['@hectorgfigueroa' '@dccsierra' 'wow' 'Daniella' ',' 'las' 'blue'
 'ladies' 'no' 'se' 'supone' 'que' 'cometan' 'errores' 'como' 'este']","['other' 'other' 'lang1' 'ne' 'other' 'lang2' 'lang1' 'lang1' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']",negative
111,"['RT' '@JuanLoPrende' ':' 'No' 'le' 'bajo' 'la' 'luna' 'pero' 'cuando'
 'quiere' 'le' 'bajo' 'los' 'panties' '..' '.']","['other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other' 'other']",negative
112,"['JUSTIN' 'PLS' 'PARA' 'DE' 'COPIARTE' '.' 'SEAMOS' 'AMIGOS' 'O' 'ALGO'
 'YO' 'QUÉ' 'SÉ' ',' 'PERO' 'STAHP' '.']","['ne' 'lang1' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang1' 'other']",negative
113,['El' 'bacon' 'huele' 'tan' 'ricoooo'],['lang2' 'lang1' 'lang2' 'lang2' 'lang2'],negative
114,"['@taniaspontania' 'Naps' '..' '.' 'reason' '#1' 'why' 'I' 'have' ""n't""
 'studied' 'jajajaj']","['other' 'lang1' 'other' 'other' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang2']",negative
115,"['@esangie023' 'ya' 'se' '..' '.' 'y' 'me' 'entero' 'por' 'un' 'tweet'
 'de' 'Daniela' '!' 'Niggah' 'you' 'is' 'wack' ':/']","['other' 'lang2' 'lang2' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang1' 'lang2' 'ne' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'other']",negative
116,"['Mezclando' 'más' 'de' '40' 'minutos' 'GOOD' 'Morning' 'Grupo' '!'
 'Feliz' 'Viernes' '#elvacilondelaGatita' 'https://t.co/85Gxn4wS4T']","['lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang1' 'lang1' 'lang2' 'other'
 'lang2' 'lang2' 'lang2' 'other']",neutral
117,"['RT' '@__npao' ':' 'JAJAJAJAJ' 'WTF' '@naataleer'
 'https://t.co/MqooAROFKV']",['other' 'other' 'other' 'lang2' 'lang1' 'other' 'other'],neutral
118,"['RT' '@alexandrarosado' ':' 'bueno' 'this' 'is' 'it' ',' 'make' 'it'
 'count' 'because' 'this' 'is' 'going' 'to' 'be' 'just' 'one' 'last'
 'time' '#thefinalcountdown']","['other' 'other' 'other' 'lang2' 'lang1' 'lang1' 'lang1' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1']",negative
119,"['@Mayra_Victoria' 'esta' 'super' 'nice' 'but' 'I' ""'m"" 'still' 'cold'
 'jajaja']","['other' 'lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang2']",neutral
120,"['Con' 'algunas' 'de' 'mis' 'alumnas' 'en' 'Imagen' 'Modeling' 'by' 'La'
 'Gatita' '.' '#halloween' 'https://t.co/WrNnvwVXGl']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1'
 'lang2' 'lang2' 'other' 'lang1' 'other']",neutral
121,"['Tip' '#3' ':' 'Toda' 'historia' 'tiene' 'un' 'principio' '.' 'Empieza'
 'la' 'tuya' 'con' 'el' 'app' 'Lists' 'for' 'Writers' ':'
 'https://t.co/wtT6AO1UB5' '.' 'https://t.co/FZzF0h7xhY']","['lang1' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'other' 'other' 'other']",negative
122,"['@gasolinadrink' '🍹' 'Las' 'q' 'nunca' 'han' 'faltado' 'en' 'la' 'nevera'
 'está' '#Navidad2015' '🎉🎄' '#sorrynotsorry' 'https://t.co/iGsUH8prVP']","['other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'other' 'lang1' 'other']",neutral
123,"['CUAL' 'TE' 'GANAS' 'DE' 'COMER' 'AHORA' 'MISMO' '?' '#DOUGHNUTS'
 '#COOKIES' '#ICECREAM' '#CHOCOLATE' 'https://t.co/FiVZtZbjHn']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1'
 'lang1' 'lang1' 'lang2' 'other']",neutral
124,"['Me' 'perderé' 'el' 'Pep' 'Rally' 'por' 'estar' 'estudiando' '.' 'Sufro'
 '.']","['lang2' 'lang2' 'lang2' 'ne' 'lang1' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'other']",negative
125,['@dccsierra' '¿' 'por' 'que' 'ese' 'retweet' '?' 'Ewww' '.'],"['other' 'other' 'lang2' 'lang2' 'lang2' 'lang1' 'other' 'ambiguous'
 'other']",neutral
126,"['Y' 'si' 'no' 'juegas' 'a' 'Far' 'Cry' 'Primal' 'no' 'entenderás' 'nada'
 'y' 'para' 'ti' 'sólo' 'estoy' 'diciendo' 'palabras' 'al' 'azar' '.' 'Ya'
 'me' 'callo' '.']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'ne' 'lang1' 'ne' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'other']",negative
127,"['RT' '@Hommy97' ':' 'Otro' 'compañero' 'muerto' 'en' 'batalla' '.'
 '#FriendZone' 'http://t.co/eqa8fcPIAM']","['other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang1' 'other']",negative
128,['@esangiecarajo' 'JAJAJAJJAJAJ' '#noshame'],['other' 'lang2' 'lang1'],neutral
129,['Todavia' 'el' 'final' 'de' 'HIMYM' 'gives' 'me' 'the' 'feels' '😥'],"['lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other']",neutral
130,"['Gracias' '!!' 'El' 'punto' 'mas' 'preocupante' 'para' 'mi' 'es' 'el'
 '#2' '..' '.' 'gracias' 'US' 'government' '!' 'http://t.co/mQh6GEm7l6']","['lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'other' 'other' 'lang2' 'ne' 'lang1' 'other' 'other']",negative
131,"['Por' 'este' 'medio' 'quiero' 'anunciarles' 'que' 'volvió' 'mi'
 'snapchat' 'filter' 'favorito' ':' 'el' 'del' 'gatito' '.' '#PoltaNadie']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1'
 'lang1' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'other' 'lang2']",neutral
132,"['Palm' 'leaves' '🌴' 'beach' 'vibes' '🌴' 'crop' 'top' 'disponible' 'en'
 'nuestra' 'tienda' '#salhuastore' '#clothing' '#beach'
 '#allyouneedisecuador' 'https://t.co/FVDIOl3WkT']","['lang1' 'lang1' 'other' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'other']",neutral
133,"['RT' '@Danieel_Diaaz' ':' 'No' 'me' 'digas' 'que' 'me' 'calme' 'o' 'que'
 'deje' 'el' 'show' ',' 'yo' 'estaba' 'a' 'punto' 'de' ',' 'pero' 'tú'
 'viniste' 'y' 'me' 'extendiste' 'mi' 'encojonamiento' 'por' '…']","['other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other']",negative
134,"['#selfie' '#goinghome' '#off' '#nomorework' '#happy' '#needtorest' 'A'
 'descansar' 'un' 'poco' '!' '#weekend' '#traveling'
 'http://t.co/KwPFa4mnpE']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'lang1' 'lang1' 'other']",neutral
135,"['La' 'fiesta' 'de' '@elzol1067fm' 'y' '#teamlagatita' 'en' '#Toyota' 'of'
 '#SouthFlorida' '.' 'Ven' 'para' 'aca' 'para' 'el' 'mejor' '…'
 'http://t.co/rLgkbMNQfZ']","['lang2' 'lang2' 'lang2' 'other' 'lang2' 'mixed' 'lang2' 'ne' 'lang1'
 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'other']",neutral
136,"['Look' 'de' 'hoy' 'en' '@Univision' '#MQB' '@chinoynacho'
 '#stilemillateam' 'y' 'a' 'mi' '@clarapablo' 'ya' 'Hasta' 'de' 'stylist'
 'tambien' 'love' 'u' 'http://t.co/cL0rAyUr']","['lang1' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'other' 'lang1' 'lang2'
 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang1'
 'lang1' 'other']",neutral
137,"['@fabiolad_ruin' 'Jajajajaj' 'asi' 'es' 'que' 'se' 'dice' 'cuando' 'te'
 'parkeas' 'cm' 'que' 'with' 'no' 'fucks' 'given' ':)']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'other']",neutral
138,"['RT' '@BubblyRobinson' ':' 'donald' 'trump' ""'s"" 'sons' 'kill' '('
 'endangered' ')' 'animals' 'for' 'fun' '.' '🐸☕️' 'can' 'y' ""'all"" 'make'
 'this' 'go' 'viral' 'or' 'https://t.co/oWNTuy4wfz']","['other' 'other' 'other' 'ne' 'ne' 'lang1' 'lang1' 'lang1' 'other' 'lang1'
 'other' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang2' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']",negative
